37.805790;55.909531;147.300003
37.805790;55.909531;147.300003
37.805733;55.909496;147.699997
37.805733;55.909492;147.699997
37.805733;55.909489;147.699997
37.805725;55.909489;147.600006
37.805717;55.909485;147.199997
37.805714;55.909481;147.100006
37.805698;55.909477;147.399994
37.805676;55.909473;147.699997
37.805656;55.909466;148.000000
37.805637;55.909458;148.399994
37.805611;55.909451;148.899994
37.805588;55.909443;149.300003
37.805588;55.909458;151.500000
37.805592;55.909470;153.500000
37.805588;55.909485;155.100006
37.805588;55.909504;156.699997
37.805592;55.909519;160.300003
37.805573;55.909527;163.000000
37.805557;55.909523;164.899994
37.805538;55.909523;166.100006
37.805538;55.909527;166.899994
37.805538;55.909534;167.600006
37.805538;55.909538;168.500000
37.805531;55.909542;169.300003
37.805527;55.909546;170.000000
37.805527;55.909546;170.600006
37.805527;55.909550;171.300003
37.805527;55.909554;171.500000
37.805527;55.909557;172.000000
37.805527;55.909561;173.100006
37.805531;55.909561;173.899994
37.805534;55.909557;174.500000
37.805534;55.909554;175.000000
37.805527;55.909542;175.899994
37.805531;55.909534;176.300003
37.805531;55.909527;176.500000
37.805527;55.909512;176.899994
37.805523;55.909496;176.699997
37.805527;55.909481;176.899994
37.805531;55.909473;177.100006
37.805538;55.909466;176.800003
37.805542;55.909454;176.800003
37.805542;55.909439;176.899994
37.805538;55.909428;177.699997
37.805542;55.909416;177.899994
37.805542;55.909405;177.699997
37.805542;55.909397;177.500000
37.805542;55.909386;177.600006
37.805542;55.909370;177.600006
37.805546;55.909363;177.600006
37.805546;55.909355;176.600006
37.805546;55.909348;175.800003
37.805550;55.909340;174.899994
37.805550;55.909328;174.199997
37.805550;55.909317;173.399994
37.805550;55.909309;172.800003
37.805553;55.909302;172.800003
37.805550;55.909294;173.199997
37.805553;55.909286;173.199997
37.805553;55.909279;173.199997
37.805553;55.909271;172.899994
37.805557;55.909264;172.500000
37.805557;55.909256;171.899994
37.805557;55.909245;171.800003
37.805561;55.909233;171.800003
37.805561;55.909225;171.500000
37.805565;55.909214;171.100006
37.805561;55.909206;171.000000
37.805561;55.909195;170.899994
37.805557;55.909187;171.000000
37.805557;55.909180;169.899994
37.805557;55.909168;169.399994
37.805557;55.909161;168.800003
37.805557;55.909149;168.199997
37.805561;55.909138;167.699997
37.805565;55.909126;167.399994
37.805561;55.909115;167.300003
37.805557;55.909103;166.899994
37.805553;55.909092;167.100006
37.805550;55.909081;167.800003
37.805542;55.909069;168.500000
37.805538;55.909058;168.899994
37.805531;55.909046;169.300003
37.805527;55.909039;169.800003
37.805523;55.909027;170.100006
37.805523;55.909016;170.600006
37.805523;55.909000;171.500000
37.805519;55.908989;172.100006
37.805515;55.908978;172.800003
37.805515;55.908966;173.699997
37.805511;55.908958;173.800003
37.805511;55.908958;173.800003
37.805508;55.908947;174.100006
37.805504;55.908936;174.399994
37.805492;55.908924;175.000000
37.805492;55.908924;175.000000
37.805489;55.908928;174.500000
37.805489;55.908920;172.300003
37.805489;55.908913;170.800003
37.805481;55.908905;171.000000
37.805470;55.908894;172.100006
37.805462;55.908882;172.399994
37.805462;55.908871;172.399994
37.805462;55.908855;172.300003
37.805458;55.908844;172.699997
37.805450;55.908833;172.899994
37.805450;55.908821;172.199997
37.805450;55.908810;171.800003
37.805450;55.908798;171.399994
37.805443;55.908791;171.100006
37.805431;55.908783;170.699997
37.805424;55.908772;170.600006
37.805420;55.908760;170.199997
37.805424;55.908749;169.500000
37.805420;55.908733;169.199997
37.805416;55.908722;168.800003
37.805424;55.908710;168.899994
37.805431;55.908699;169.399994
37.805431;55.908691;170.100006
37.805431;55.908680;170.600006
37.805431;55.908672;171.300003
37.805435;55.908661;171.800003
37.805435;55.908649;171.800003
37.805439;55.908638;171.899994
37.805439;55.908630;171.800003
37.805439;55.908619;171.899994
37.805447;55.908604;172.000000
37.805450;55.908592;171.899994
37.805450;55.908581;171.300003
37.805454;55.908569;170.800003
37.805454;55.908558;171.300003
37.805454;55.908546;171.399994
37.805454;55.908539;170.699997
37.805454;55.908527;170.300003
37.805454;55.908524;169.600006
37.805450;55.908516;169.500000
37.805454;55.908516;169.399994
37.805454;55.908512;169.399994
37.805458;55.908512;169.500000
37.805458;55.908512;169.500000
37.805458;55.908512;169.600006
37.805458;55.908512;169.800003
37.805466;55.908504;169.899994
37.805470;55.908493;170.100006
37.805470;55.908482;170.199997
37.805473;55.908470;170.199997
37.805473;55.908459;170.300003
37.805470;55.908447;170.600006
37.805470;55.908436;171.000000
37.805473;55.908424;171.199997
37.805473;55.908413;170.899994
37.805473;55.908405;170.899994
37.805473;55.908390;171.199997
37.805477;55.908379;171.000000
37.805477;55.908371;171.000000
37.805481;55.908356;170.600006
37.805481;55.908348;170.300003
37.805485;55.908337;170.199997
37.805481;55.908325;170.899994
37.805477;55.908318;171.500000
37.805470;55.908306;171.300003
37.805470;55.908295;170.600006
37.805473;55.908283;170.399994
37.805473;55.908272;170.000000
37.805473;55.908260;170.100006
37.805470;55.908245;170.000000
37.805466;55.908234;170.100006
37.805466;55.908222;170.600006
37.805470;55.908211;171.500000
37.805470;55.908199;171.899994
37.805466;55.908188;172.300003
37.805462;55.908173;172.600006
37.805462;55.908161;172.699997
37.805458;55.908150;172.600006
37.805458;55.908142;172.500000
37.805454;55.908131;172.399994
37.805454;55.908119;172.500000
37.805454;55.908112;172.600006
37.805462;55.908104;172.699997
37.805462;55.908096;172.800003
37.805466;55.908089;172.500000
37.805470;55.908077;173.000000
37.805473;55.908066;173.100006
37.805477;55.908058;172.699997
