flag; num; time_ms; bme_temp; bme_press; photorez; ds_temp; status; find; crc
1;2;996;2562;99146;0;0;1;0;10331
1;3;1332;2571;99149;0;249;1;0;20572
1;4;1647;2576;99152;0;249;1;0;65227
1;5;1977;2580;99153;0;250;1;0;20359
1;6;2326;2583;99154;0;250;1;0;25170
1;7;2641;2584;99154;0;250;1;0;40952
1;8;2866;2585;99154;0;250;1;0;44478
1;9;3313;2587;99154;0;250;1;0;10450
1;10;3628;2587;99153;0;250;1;0;8246
1;11;3853;2588;99153;0;250;1;0;45285
1;12;4300;2589;99154;0;250;1;0;30109
1;13;4631;2589;99154;0;250;1;0;52176
1;14;4945;2589;99154;0;250;1;0;3004
1;15;5265;2590;99155;0;250;1;0;8924
1;16;5516;2590;99155;0;250;1;0;56063
1;17;5831;2591;99155;0;250;1;0;26620
1;18;6251;2591;99154;0;250;1;0;5145
1;19;6499;2591;99155;0;250;1;0;15739
1;20;6814;2592;99154;0;250;1;0;45979
1;21;7250;2592;99154;0;251;1;0;19450
1;22;7594;2592;99154;0;251;1;0;48321
1;23;8010;2592;99154;0;251;2;0;53225
1;24;8236;2593;99154;0;251;2;0;6885
1;25;8550;2593;99156;0;251;2;0;17402
1;26;8783;2593;99155;0;251;2;0;23546
1;27;9009;2593;99155;0;251;2;0;37530
1;28;9332;2593;99155;0;251;2;0;60276
1;29;9646;2593;99155;0;251;2;0;44438
1;30;9901;2594;99154;0;251;2;0;4369
1;31;10217;2594;99155;0;251;2;0;34031
1;32;10532;2594;99155;0;251;2;0;62305
1;33;10757;2594;99155;0;251;2;0;59859
1;34;10991;2594;99155;0;251;2;0;35081
1;35;11311;2594;99154;0;251;2;0;51176
1;36;11641;2595;99154;0;251;2;0;5369
1;37;11983;2595;99153;0;251;2;0;59926
1;38;12298;2595;99153;0;251;2;0;45380
1;39;12523;2595;99152;0;251;2;0;5118
1;40;12838;2596;99152;0;251;2;0;28616
1;41;13177;2596;99153;0;251;3;0;25905
1;42;13407;2596;99152;0;251;3;0;63913
1;43;13722;2596;99152;0;251;3;0;21748
1;44;14167;2597;99152;0;251;3;0;14231
1;45;14393;2597;99153;0;251;3;0;59777
1;46;14711;2597;99152;0;251;3;0;30388
1;47;15147;2597;99152;0;251;3;0;19039
1;48;15381;2597;99152;0;251;3;0;32739
1;49;15696;2598;99152;0;251;3;0;60691
1;50;16132;2598;99152;0;251;3;0;64247
1;51;16378;2598;99152;0;251;3;0;27579
1;52;16692;2598;99152;0;251;3;0;1276
1;53;16918;2598;99153;0;251;3;0;63265
1;54;17234;2599;99152;0;251;3;0;35747
1;55;17468;2599;99152;0;251;3;0;40057
1;56;17802;2599;99152;0;251;3;0;11835
1;57;18122;2599;99153;0;251;3;0;47140
1;58;18443;2600;99152;0;251;3;0;39663
1;59;18692;2600;99152;0;251;3;0;6506
1;60;19112;2600;99151;0;251;3;0;7588
1;61;19427;2600;99151;0;251;3;0;42413
1;62;19676;2600;99150;0;251;3;0;45254
