flag; num; time_ms; gps_time_s; gps_time_us; lat; lon; alt; angle; lat_base; lon_base; fix; crc
7;1;1249;0;0;0.000000;0.000000;0.000000;nan;0.000000;0.000000;0;27313;
7;2;2242;77823;240000;nan;nan;nan;nan;0.000000;0.000000;0;14630;
7;3;3226;77824;40000;nan;nan;nan;nan;0.000000;0.000000;0;6130;
7;4;4193;77825;0;nan;nan;nan;nan;0.000000;0.000000;0;18200;
7;5;5183;77826;0;nan;nan;nan;nan;0.000000;0.000000;0;51669;
7;6;6171;77827;0;nan;nan;nan;nan;0.000000;0.000000;0;19210;
7;7;7159;77828;0;nan;nan;nan;nan;0.000000;0.000000;0;49432;
7;8;8163;77829;0;nan;nan;nan;nan;0.000000;0.000000;0;27127;
7;9;9153;77830;0;nan;nan;nan;nan;0.000000;0.000000;0;30922;
7;10;10142;77831;0;nan;nan;nan;nan;0.000000;0.000000;0;17537;
7;11;11128;77832;0;nan;nan;nan;nan;0.000000;0.000000;0;19985;
7;12;12120;77833;0;nan;nan;nan;nan;0.000000;0.000000;0;60672;
7;13;13105;77834;0;nan;nan;nan;nan;0.000000;0.000000;0;44997;
7;14;14070;77835;0;nan;nan;nan;nan;0.000000;0.000000;0;10098;
7;15;15060;77836;0;nan;nan;nan;nan;0.000000;0.000000;0;60842;
7;16;16064;77837;0;nan;nan;nan;nan;0.000000;0.000000;0;4007;
7;17;17052;77838;0;nan;nan;nan;nan;0.000000;0.000000;0;7721;
7;18;18044;77839;0;nan;nan;nan;nan;0.000000;0.000000;0;10483;
7;19;19030;77840;0;nan;nan;nan;nan;0.000000;0.000000;0;16952;
7;20;20019;77841;0;nan;nan;nan;nan;0.000000;0.000000;0;275;
7;21;21007;77842;0;nan;nan;nan;nan;0.000000;0.000000;0;5811;
7;22;21999;77843;0;nan;nan;nan;nan;0.000000;0.000000;0;23466;
7;23;22983;77844;0;nan;nan;nan;nan;0.000000;0.000000;0;47994;
7;24;23963;77845;0;nan;nan;nan;nan;0.000000;0.000000;0;13332;
7;25;24953;77846;0;nan;nan;nan;nan;0.000000;0.000000;0;10826;
7;26;25942;77847;0;nan;nan;nan;nan;0.000000;0.000000;0;11519;
7;27;26932;77848;0;nan;nan;nan;nan;0.000000;0.000000;0;15741;
7;28;27920;77849;0;nan;nan;nan;nan;0.000000;0.000000;0;32547;
7;29;28904;77850;0;nan;nan;nan;nan;0.000000;0.000000;0;45038;
7;30;29896;77851;0;nan;nan;nan;nan;0.000000;0.000000;0;38487;
