flag; num; time_ms; bme_temp; bme_press; photorez; ds_temp; status; find; crc
1;2;1172;3838;99871;0;378;0;0;36214
1;3;1492;3844;99872;0;378;0;0;41336
1;4;1807;3849;99873;0;378;0;0;26856
1;5;2032;3851;99874;0;20858;0;0;28225
1;6;2379;3854;99874;0;20858;0;0;59788
1;7;2695;3855;99874;0;20858;0;0;54825
1;8;2920;3856;99874;0;378;0;0;14145
1;9;3365;3857;99874;0;378;0;0;49400
1;10;3680;3858;99874;0;378;0;0;48766
1;11;3914;3859;99874;0;378;0;0;6128
1;12;4333;3859;99874;0;378;0;0;51547
1;13;4567;3859;99874;0;378;0;0;15287
1;14;4797;3860;99873;0;378;0;0;61914
1;15;5112;3860;99873;0;378;0;0;44175
1;16;5428;3860;99873;0;378;0;0;47836
1;17;5677;3860;99873;0;458;0;0;11075
1;18;5992;3861;99873;0;458;0;0;40810
1;19;6311;3861;99874;0;458;0;0;15655
1;20;6537;3861;99873;0;379;0;0;35543
1;21;6775;3861;99873;0;379;0;0;62422
1;22;7089;3861;99872;0;379;0;0;7163
1;23;7318;3862;99873;0;379;0;0;62523
1;24;7634;3862;99873;0;379;0;0;52658
1;25;7868;3862;99873;0;379;0;0;23226
1;26;8304;3862;99872;0;379;0;0;2119
1;27;8620;3863;99873;0;379;0;0;45507
1;28;8860;3863;99872;0;379;0;0;39387
1;29;9092;3863;99871;0;379;0;0;645
1;30;9412;3863;99870;0;379;0;0;47191
1;31;9734;3863;99869;0;379;0;0;63251
1;32;9986;3863;99868;0;379;0;0;15920
1;33;10306;3863;99868;0;379;0;0;57649
1;34;10625;3864;99868;0;379;0;0;17261
1;35;10853;3864;99868;0;379;0;0;33465
1;36;11089;3864;99867;0;379;0;0;22708
1;37;11413;3864;99868;0;379;0;0;3085
1;38;11747;3864;99866;0;5499;0;0;52928
1;39;12066;3865;99866;0;5499;0;0;36155
1;40;12302;3865;99866;0;5499;0;0;34192
1;41;12636;3865;99866;0;379;0;0;25916
1;42;12857;3865;99866;0;379;0;0;59421
1;43;13432;3865;99866;0;379;0;0;40543
1;44;13660;3865;99865;0;379;0;0;2836
1;45;13979;3866;99865;0;379;0;0;2113
1;46;14376;3866;99865;0;379;0;0;18514
1;47;14613;3866;99865;0;379;0;0;51216
1;48;14931;3866;99866;0;379;0;0;55443
1;49;15266;3866;99866;0;379;0;0;5189
1;50;15607;3866;99866;0;379;0;0;15285
1;51;15926;3866;99866;0;379;0;0;15661
1;52;16265;3867;99866;0;379;0;0;52672
1;53;16583;3867;99866;0;379;0;0;7851
1;54;16820;3867;99866;0;379;0;0;44974
1;55;17051;3867;99866;0;379;0;0;20544
1;56;17375;3867;99866;0;379;0;0;27081
1;57;17693;3868;99867;0;379;0;0;52452
1;58;17945;3868;99866;0;379;0;0;52584
1;59;18264;3868;99867;0;379;0;0;3068
1;60;18583;3868;99867;0;379;0;0;13643
1;61;18811;3868;99868;0;379;0;0;6747
1;62;19052;3868;99867;0;379;0;0;50436
1;63;19375;3869;99867;0;379;0;0;20342
1;64;19713;3869;99867;0;379;0;0;40233
