flag; num; time_ms; bme_temp; bme_press; photorez; ds_temp; status; find; crc
1;2;1021;3139;98805;0;0;0;0;41281
1;3;1357;3148;98809;0;308;0;0;44073
1;4;1672;3154;98810;0;308;0;0;20322
1;5;2002;3157;98812;0;308;0;0;49780
1;6;2348;3160;98812;0;308;0;0;25997
1;7;2663;3162;98812;0;308;0;0;5931
1;8;2889;3163;98813;0;309;0;0;64267
1;9;3329;3164;98812;0;309;0;0;2298
1;10;3649;3165;98812;0;309;0;0;45008
1;11;3875;3166;98812;0;309;0;0;29580
1;12;4316;3167;98812;0;309;0;0;2385
1;13;4646;3167;98813;0;310;0;0;44391
1;14;4961;3167;98813;0;310;0;0;32233
1;15;5280;3168;98813;0;310;0;0;43273
1;16;5526;3168;98813;0;310;0;0;56094
1;17;5841;3169;98813;0;310;0;0;41605
1;18;6269;3169;98813;0;310;1;0;15897
1;19;6515;3169;98814;0;310;1;0;54660
1;20;6830;3170;98815;0;310;1;0;21069
1;21;7270;3170;98814;0;310;1;0;39868
1;22;7606;3171;98814;0;310;1;0;37622
1;23;7921;3171;98814;0;310;1;0;44558
1;24;8253;3171;98814;0;310;1;0;64667
1;25;8567;3172;98812;0;310;1;0;16075
1;26;8801;3172;98811;0;310;1;0;61814
1;27;9027;3172;98812;0;310;1;0;45878
1;28;9349;3172;98812;0;310;1;0;3062
1;29;9663;3172;98811;0;310;1;0;53415
