flag; num; time_ms; bme_temp; bme_press; photorez; ds_temp; status; find; crc
1;2;857;3259;98844;0;0;0;0;23864
1;3;1087;3259;98844;0;314;0;0;61702
1;4;1403;3258;98844;0;314;0;0;7634
1;5;1718;3258;98845;0;314;0;0;44991
1;6;1974;3258;98845;0;314;0;0;30107
1;7;2394;3257;98844;0;314;0;0;7616
1;8;2710;3257;98844;0;314;0;0;4920
1;9;2935;3257;98843;0;315;0;0;16899
1;10;3169;3257;98843;0;315;0;0;9425
1;11;3489;3257;98844;0;315;0;0;62299
1;12;3715;3257;98843;0;315;0;0;5490
1;13;4030;3257;98843;0;315;0;0;38192
1;14;4366;3257;98843;0;315;0;0;50959
1;15;4596;3257;98843;0;315;0;0;5579
1;16;4910;3258;98843;0;315;0;0;12450
1;17;5352;3258;98843;0;315;0;0;27746
1;18;5582;3257;98842;0;315;0;0;65508
1;19;5900;3258;98843;0;315;0;0;57270
1;20;6357;3258;98843;0;315;1;0;43644
1;21;6673;3258;98843;0;315;1;0;65422
1;22;6987;3258;98842;0;315;1;0;15666
1;23;7322;3258;98842;0;315;1;0;3421
1;24;7553;3258;98842;0;315;1;0;42863
1;25;7868;3258;98842;0;315;1;0;26436
1;26;8093;3258;98842;0;315;1;0;37248
1;27;8409;3258;98842;0;315;1;0;26647
1;28;8647;3258;98842;0;315;1;0;369
1;29;8980;3258;98842;0;315;1;0;14380
1;30;9297;3259;98843;0;315;1;0;38135
1;31;9632;3259;98842;0;315;1;0;32872
1;32;9858;3259;98842;0;315;1;0;36645
1;33;10278;3259;98843;0;315;1;0;55247
1;34;10593;3259;98843;0;315;1;0;1857
1;35;10839;3259;98843;0;315;1;0;29020
1;36;11263;3259;98842;0;315;1;0;28724
1;37;11598;3260;98842;0;315;1;0;26225
1;38;11829;3259;98841;0;315;1;0;41727
1;39;12249;3259;98841;0;315;1;0;42066
1;40;12475;3260;98842;0;315;1;0;33619
1;41;12790;3260;98842;0;315;1;0;22806
1;42;13023;3260;98842;0;315;1;0;26795
1;43;13355;3260;98842;0;20798;1;0;51684
1;44;13673;3260;98841;0;20798;1;0;31461
1;45;14017;3260;98840;0;20798;1;0;57316
1;46;14244;3260;98840;0;315;1;0;17600
1;47;14559;3260;98839;0;315;1;0;33991
1;48;14873;3260;98839;0;315;1;0;46226
1;49;15225;3260;98839;0;315;1;0;34479
1;50;15540;3260;98838;0;315;1;0;6159
1;51;15855;3261;98839;0;315;1;0;9005
1;52;16209;3261;98839;0;316;1;0;2520
1;53;16528;3261;98839;0;316;1;0;57093
1;54;16858;3261;98839;0;316;1;0;56305
1;55;17178;3261;98839;0;316;1;0;52619
1;56;17411;3262;98839;0;316;1;0;18787
1;57;17742;3262;98840;0;316;1;0;6165
1;58;18162;3262;98841;0;316;1;0;19586
1;59;18393;3262;98841;0;316;1;0;45197
1;60;18619;3262;98841;0;316;1;0;38474
1;61;18938;3262;98841;0;316;1;0;34967
1;62;19254;3262;98842;0;316;1;0;36496
1;63;19499;3262;98841;0;316;1;0;35473
1;64;19817;3262;98842;0;316;1;0;14397
1;65;20133;3263;98842;0;316;1;0;1944
1;66;20359;3263;98842;0;316;1;0;49274
1;67;20590;3263;98842;0;316;1;0;26505
1;68;20905;3263;98842;0;316;1;0;3856
1;69;21240;3264;98842;0;316;1;0;61435
1;70;21560;3264;98842;0;316;1;0;54604
1;71;21790;3264;98841;0;316;1;0;34243
1;72;22121;3264;98841;0;316;1;0;61190
1;73;22436;3264;98841;0;316;1;0;50507
1;74;22775;3264;98841;0;316;1;0;39282
1;75;23106;3264;98840;0;316;1;0;24108
1;76;23421;3265;98840;0;316;1;0;24265
1;77;23736;3264;98841;0;316;1;0;44549
1;78;24093;3264;98841;0;316;1;0;780
1;79;24409;3264;98842;0;316;1;0;13889
1;80;24739;3264;98842;0;316;1;0;48354
1;81;25075;3265;98842;0;316;1;0;59839
1;82;25394;3265;98842;0;316;1;0;17208
1;83;25624;3265;98843;0;316;1;0;46887
1;84;26064;3266;98844;0;316;1;0;52248
1;85;26380;3266;98844;0;316;1;0;251
1;86;26606;3266;98843;0;316;1;0;52876
1;87;27031;3266;98844;0;316;1;0;9701
1;88;27262;3266;98844;0;316;1;0;17525
1;89;27488;3266;98844;0;316;1;0;51475
1;90;27803;3266;98844;0;316;1;0;53173
1;91;28123;3267;98844;0;316;1;0;34025
1;92;28371;3267;98844;0;316;1;0;53675
1;93;28685;3267;98844;0;316;1;0;36561
1;94;29000;3267;98844;0;316;1;0;32667
1;95;29230;3267;98844;0;636;1;0;58679
1;96;29464;3267;98843;0;636;1;0;56871
1;97;29778;3267;98843;0;636;1;0;46711
1;98;30004;3267;98844;0;316;1;0;59664
1;99;30320;3267;98844;0;316;1;0;58574
1;100;30551;3267;98844;0;316;1;0;14425
1;101;30986;3268;98844;0;316;1;0;20239
1;102;31305;3268;98844;0;316;1;0;40032
1;103;31536;3268;98844;0;316;1;0;10158
1;104;31762;3268;98844;0;316;1;0;63702
1;105;32085;3268;98844;0;316;1;0;33863
1;106;32401;3268;98845;0;316;1;0;3527
1;107;32646;3269;98845;0;316;1;0;21040
1;108;32961;3269;98845;0;316;1;0;64216
1;109;33277;3269;98846;0;316;1;0;4738
1;110;33506;3269;98846;0;316;1;0;25456
1;111;33740;3269;98845;0;316;1;0;46319
1;112;34055;3269;98846;0;316;1;0;43240
1;113;34390;3269;98846;0;20799;1;0;29620
1;114;34705;3270;98845;0;20799;1;0;58477
1;115;34935;3270;98845;0;20799;1;0;38186
1;116;35266;3270;98845;0;316;1;0;7577
