flag; num; time_ms; gps_time_s; gps_time_us; lat; lon; alt; angle; lat_base; lon_base; fix; crc
7;1;1281;0;0;0.000000;0.000000;0.000000;nan;0.000000;0.000000;0;13836;
7;2;2274;33483;674000;nan;nan;nan;nan;0.000000;0.000000;0;37886;
7;3;3235;33484;874000;nan;nan;nan;nan;0.000000;0.000000;0;11867;
7;4;4228;33484;874000;nan;nan;nan;nan;0.000000;0.000000;0;862;
7;5;5217;33486;0;nan;nan;nan;nan;0.000000;0.000000;0;63875;
7;6;6201;33487;0;nan;nan;nan;nan;0.000000;0.000000;0;29266;
7;7;7194;33488;0;nan;nan;nan;nan;0.000000;0.000000;0;25668;
7;8;8198;33489;0;nan;nan;nan;nan;0.000000;0.000000;0;35050;
7;9;9199;33490;968000;56.409554;40.975464;130.899994;226.195938;0.000000;0.000000;1;2372;
7;10;10199;33492;1000;56.409554;40.975460;130.699997;226.195938;0.000000;0.000000;1;26208;
7;11;11196;33493;0;56.409557;40.975452;130.699997;226.195923;0.000000;0.000000;1;61271;
7;12;12195;33494;0;56.409557;40.975449;130.699997;226.195923;0.000000;0.000000;1;25317;
7;13;13175;33495;0;56.409561;40.975456;130.500000;226.195923;0.000000;0.000000;1;13321;
7;14;14191;33496;0;56.409561;40.975468;130.100006;226.195938;0.000000;0.000000;1;63716;
7;15;15143;33497;0;56.409561;40.975475;129.699997;226.195953;0.000000;0.000000;1;22530;
7;16;16158;33498;0;56.409561;40.975483;129.500000;226.195953;0.000000;0.000000;1;20146;
7;17;17162;33499;0;56.409561;40.975498;129.199997;226.195969;0.000000;0.000000;1;2189;
7;18;18158;33500;0;56.409561;40.975510;128.899994;226.195984;0.000000;0.000000;1;34433;
7;19;19158;33501;0;56.409565;40.975525;128.899994;226.195999;0.000000;0.000000;1;59762;
7;20;20161;33502;15000;56.409565;40.975555;128.100006;226.196030;0.000000;0.000000;1;37531;
7;21;21162;33503;0;56.409561;40.975586;127.800003;226.196060;0.000000;0.000000;1;25415;
7;22;22138;33504;0;56.409557;40.975613;127.199997;226.196091;0.000000;0.000000;1;24215;
7;23;23135;33505;0;56.409557;40.975639;126.599998;226.196121;0.000000;0.000000;1;41250;
7;24;24146;33506;0;56.409561;40.975674;125.300003;226.196152;0.000000;0.000000;1;31679;
7;25;25153;33507;0;56.409565;40.975704;124.900002;226.196182;0.000000;0.000000;1;9273;
7;26;26152;33508;0;56.409565;40.975716;124.599998;226.196182;0.000000;0.000000;1;64418;
7;27;27147;33509;0;56.409565;40.975723;124.500000;226.196198;0.000000;0.000000;1;21567;
7;28;28149;33510;0;56.409565;40.975727;124.500000;226.196198;0.000000;0.000000;1;9209;
7;29;29146;33511;0;56.409565;40.975735;124.300003;226.196213;0.000000;0.000000;1;3126;
7;30;30146;33512;0;56.409565;40.975739;124.400002;226.196213;0.000000;0.000000;1;20406;
7;31;31149;33513;0;56.409569;40.975742;124.599998;226.196213;0.000000;0.000000;1;51608;
7;32;32139;33514;0;56.409569;40.975746;125.099998;226.196213;0.000000;0.000000;1;4001;
7;33;33142;33515;0;56.409569;40.975750;125.400002;226.196228;0.000000;0.000000;1;23546;
7;34;34142;33516;0;56.409573;40.975758;125.800003;226.196228;0.000000;0.000000;1;2070;
7;35;35138;33517;0;56.409573;40.975758;125.599998;226.196228;0.000000;0.000000;1;40595;
7;36;36141;33518;0;56.409573;40.975761;125.699997;226.196228;0.000000;0.000000;1;8361;
7;37;37137;33519;0;56.409573;40.975761;125.800003;226.196228;0.000000;0.000000;1;51802;
7;38;38140;33520;0;56.409573;40.975765;125.900002;226.196243;0.000000;0.000000;1;32663;
7;39;39143;33521;0;56.409573;40.975765;126.000000;226.196243;0.000000;0.000000;1;28991;
7;40;40154;33522;0;56.409573;40.975765;126.099998;226.196243;0.000000;0.000000;1;4180;
7;41;41153;33523;0;56.409573;40.975769;126.099998;226.196243;0.000000;0.000000;1;44031;
7;42;42134;33524;0;56.409565;40.975773;125.800003;226.196243;0.000000;0.000000;1;15320;
7;43;43132;33525;0;56.409565;40.975780;125.500000;226.196259;0.000000;0.000000;1;40472;
7;44;44130;33526;0;56.409557;40.975788;125.400002;226.196259;0.000000;0.000000;1;33916;
7;45;45130;33527;0;56.409554;40.975796;125.199997;226.196274;0.000000;0.000000;1;4858;
7;46;46134;33528;0;56.409554;40.975796;125.300003;226.196274;0.000000;0.000000;1;40151;
7;47;47129;33529;0;56.409550;40.975800;125.400002;226.196274;0.000000;0.000000;1;5706;
7;48;48142;33530;0;56.409550;40.975800;125.400002;226.196274;0.000000;0.000000;1;62242;
7;49;49144;33531;0;56.409550;40.975803;125.500000;226.196289;0.000000;0.000000;1;26848;
7;50;50143;33532;0;56.409550;40.975803;125.500000;226.196289;0.000000;0.000000;1;51125;
7;51;51143;33533;0;56.409550;40.975803;125.599998;226.196289;0.000000;0.000000;1;12369;
7;52;52119;33534;0;56.409550;40.975807;125.699997;226.196289;0.000000;0.000000;1;9358;
