flag; num; time_ms; bme_temp; bme_press; photorez; ds_temp; status; find; crc
1;2;1083;3014;98866;0;295;0;0;37474
1;3;1403;3022;98869;0;295;0;0;48826
1;4;1718;3027;98871;0;295;0;0;52493
1;5;1944;3029;98871;0;295;0;0;60675
1;6;2185;3031;98871;0;295;0;0;25148
1;7;2500;3033;98871;0;295;0;0;15432
1;8;2831;3034;98871;0;295;0;0;10143
1;9;3146;3035;98871;0;295;0;0;65298
1;10;3377;3036;98872;0;295;0;0;34876
1;11;3714;3037;98872;0;295;0;0;6176
1;12;4029;3037;98873;0;295;0;0;34287
1;13;4365;3038;98873;0;295;0;0;46186
1;14;4595;3038;98873;0;295;0;0;35129
1;15;4910;3039;98873;0;295;0;0;4187
1;16;5330;3039;98873;0;295;0;0;35887
1;17;5576;3039;98873;0;296;0;0;10040
1;18;5891;3040;98873;0;296;0;0;53733
1;19;6335;3040;98872;0;296;0;0;47162
1;20;6567;3040;98872;0;296;0;0;45840
1;21;6881;3040;98871;0;296;0;0;5177
1;22;7322;3041;98872;0;296;0;0;34019
1;23;7657;3041;98872;0;296;0;0;39417
1;24;7971;3041;98872;0;296;0;0;23913
1;25;8303;3041;98871;0;296;0;0;43229
1;26;8618;3042;98871;0;296;0;0;26170
1;27;8849;3042;98870;0;296;0;0;7188
1;28;9085;3042;98870;0;296;0;0;65209
1;29;9401;3043;98871;0;296;0;0;7831
1;30;9716;3043;98870;0;296;0;0;45188
1;31;9962;3043;98871;0;296;0;0;42434
1;32;10278;3043;98870;0;296;0;0;6887
1;33;10593;3044;98870;0;296;0;0;44158
1;34;10818;3044;98871;0;296;0;0;58206
1;35;11049;3044;98871;0;296;0;0;26453
1;36;11369;3044;98872;0;296;0;0;50914
1;37;11595;3044;98871;0;296;0;0;9772
1;38;11913;3045;98871;0;296;0;0;20682
1;39;12250;3045;98871;0;296;0;0;29138
1;40;12476;3045;98871;0;296;0;0;42921
1;41;12790;3045;98873;0;296;0;0;23608
1;42;13235;3046;98872;0;296;0;0;21203
1;43;13461;3046;98873;0;296;0;0;25172
1;44;13775;3046;98873;0;296;0;0;12478
1;45;14237;3046;98873;0;296;1;0;56889
1;46;14556;3046;98873;0;296;1;0;48581
1;47;14870;3047;98872;0;296;1;0;36929
1;48;15201;3047;98872;0;296;1;0;35504
1;49;15433;3047;98873;0;296;1;0;24427
1;50;15748;3047;98873;0;296;1;0;55609
1;51;15972;3047;98873;0;296;1;0;23397
1;52;16288;3047;98873;0;296;1;0;730
1;53;16520;3047;98873;0;296;1;0;63483
1;54;16854;3048;98873;0;296;1;0;28628
1;55;17170;3048;98873;0;296;1;0;14886
1;56;17513;3048;98872;0;296;1;0;52448
1;57;17738;3048;98872;0;296;1;0;47103
1;58;18159;3048;98872;0;296;1;0;45778
1;59;18474;3049;98872;0;296;1;0;9206
1;60;18720;3049;98872;0;296;1;0;5913
1;61;19140;3049;98872;0;296;1;0;54989
1;62;19475;3049;98873;0;296;1;0;22684
1;63;19706;3050;98873;0;296;1;0;27354
1;64;20130;3050;98872;0;296;1;0;10333
1;65;20356;3050;98872;0;296;1;0;40
1;66;20671;3050;98873;0;296;1;0;25668
1;67;20901;3051;98873;0;296;1;0;61385
1;68;21233;3051;98872;0;297;1;0;27150
1;69;21551;3051;98871;0;297;1;0;36040
1;70;21891;3051;98871;0;297;1;0;24190
1;71;22118;3051;98871;0;296;1;0;9497
1;72;22433;3051;98872;0;296;1;0;22157
1;73;22747;3052;98873;0;296;1;0;7962
1;74;23103;3052;98873;0;316;1;0;22441
1;75;23418;3052;98873;0;316;1;0;2812
1;76;23733;3052;98873;0;316;3;1;23439
1;77;24087;3053;98873;0;297;3;1;19033
1;78;24403;3053;98873;0;297;3;1;44017
1;79;24736;3053;98873;0;297;3;1;62147
1;80;25052;3053;98873;0;297;3;1;24068
1;81;25283;3053;98873;0;297;3;1;33769
1;82;25617;3053;98873;0;297;3;1;34459
1;83;26041;3053;98873;0;297;3;1;48058
1;84;26272;3054;98874;0;297;3;1;22340
1;85;26498;3054;98874;0;297;3;1;15545
1;86;26813;3054;98873;0;297;3;1;39140
1;87;27133;3054;98873;0;297;3;1;38619
1;88;27378;3054;98873;0;297;3;1;8457
1;89;27693;3055;98873;0;297;3;1;6525
1;90;28009;3055;98873;0;297;3;1;63701
1;91;28238;3055;98873;0;297;3;1;32811
1;92;28470;3055;98873;0;297;3;1;52999
1;93;28784;3055;98873;0;297;3;1;20800
1;94;29116;3055;98873;0;297;3;1;51184
1;95;29431;3056;98874;0;297;3;1;37004
1;96;29667;3056;98874;0;297;3;1;40935
1;97;29998;3056;98874;0;297;3;1;56629
1;98;30313;3056;98874;0;297;3;1;19922
1;99;30648;3056;98874;0;297;3;1;48390
1;100;30979;3057;98873;0;297;3;1;3971
1;101;31298;3057;98874;0;297;3;1;10701
1;102;31613;3057;98874;0;297;3;1;9300
1;103;31968;3057;98874;0;297;3;1;43175
1;104;32288;3058;98874;0;297;3;1;1350
1;105;32618;3058;98874;0;297;3;1;44461
1;106;32954;3058;98874;0;297;3;1;53757
1;107;33269;3058;98874;0;297;3;1;10876
1;108;33495;3058;98874;0;298;3;1;2874
1;109;33935;3059;98875;0;298;3;1;27041
1;110;34258;3059;98874;0;298;3;1;55731
1;111;34484;3059;98874;0;298;3;1;51627
1;112;34908;3059;98874;0;298;3;1;45559
1;113;35139;3059;98874;0;298;3;1;11379
1;114;35365;3059;98873;0;298;3;1;59534
1;115;35680;3059;98874;0;298;3;1;52513
1;116;35996;3060;98874;0;298;3;1;15166
1;117;36243;3060;98874;0;298;3;1;47291
1;118;36562;3060;98874;0;298;3;1;18960
1;119;36877;3060;98874;0;298;3;1;1416
1;120;37103;3061;98874;0;298;3;1;32512
1;121;37338;3061;98874;0;298;3;1;30802
1;122;37652;3061;98874;0;298;3;1;10091
1;123;37882;3061;98874;0;298;3;1;43046
1;124;38197;3062;98874;0;298;3;1;57493
1;125;38429;3062;98874;0;298;3;1;28117
1;126;38863;3062;98874;0;298;3;1;56
1;127;39179;3062;98874;0;298;3;1;50333
1;128;39413;3062;98874;0;298;3;1;8885
1;129;39638;3062;98875;0;298;3;1;49546
1;130;39960;3063;98874;0;298;3;1;33611
1;131;40276;3063;98873;0;298;3;1;12566
1;132;40521;3063;98873;0;298;3;1;10559
1;133;40836;3063;98873;0;298;3;1;882
1;134;41152;3063;98873;0;298;3;1;22266
1;135;41378;3064;98872;0;298;3;1;23576
1;136;41613;3064;98873;0;298;3;1;3969
1;137;41928;3064;98872;0;298;3;1;35485
1;138;42263;3064;98873;0;298;3;1;33756
1;139;42581;3064;98873;0;298;3;1;60494
1;140;42812;3064;98873;0;298;3;1;44417
1;141;43143;3064;98873;0;298;3;1;28345
1;142;43458;3065;98874;0;298;3;1;41578
1;143;43795;3065;98874;0;298;3;1;47859
1;144;44021;3065;98875;0;938;3;1;57660
1;145;44336;3065;98875;0;938;3;1;9470
1;146;44756;3065;98875;0;938;3;1;18741
1;147;45006;3065;98874;0;10539;3;1;35062
1;148;45325;3065;98874;0;10539;3;1;63991
1;149;45764;3066;98875;0;298;3;1;57195
1;150;45995;3066;98875;0;298;3;1;46327
1;151;46310;3066;98875;0;298;3;1;44553
1;152;46746;3067;98876;0;298;3;1;46592
1;153;47081;3067;98876;0;298;3;1;43802
1;154;47396;3067;98876;0;298;3;1;21586
1;155;47727;3067;98876;0;298;3;1;44082
1;156;48050;3067;98876;0;298;3;1;31870
1;157;48281;3067;98876;0;298;3;1;16586
1;158;48507;3067;98875;0;298;3;1;9881
1;159;48826;3068;98876;0;298;3;0;31665
1;160;49142;3068;98875;0;298;3;0;48242
1;161;49389;3068;98875;0;298;3;0;23158
1;162;49707;3068;98874;0;298;3;0;23062
1;163;50022;3068;98874;0;298;3;0;32851
1;164;50248;3069;98874;0;298;3;0;20206
1;165;50486;3069;98874;0;298;3;0;34702
1;166;50801;3069;98874;0;298;3;0;5993
1;167;51027;3069;98874;0;298;3;0;31892
