 time_ms; accl_x; accl_y; accl_z;;;;;;;;;time;acc_x;acc_y;acc_z;;;;;;
2241234;245;-88;2128;;119,56;-42,944;1038,464;;;;;;;;;;;;;;2241234
2241575;-64;-94;2144;;-31,232;-45,872;1046,272;;;;;;;;;;;;;;2241575
2241897;-142;-71;2241;;-69,296;-34,648;1093,608;;;;;;;;;;;;;;2241897
2242232;53;-83;2101;;25,864;-40,504;1025,288;;;;;;;;;;;;;;2242232
2242579;170;41;2122;;82,96;20,008;1035,536;;;;;;;;;;;;;;2242579
2243130;-335;366;2823;;-163,48;178,608;1377,624;;;;;;;;;;;;;;2243130
2243448;11;-72;2138;;5,368;-35,136;1043,344;;;;;;;;;;;;;;2243448
2243683;-14;-75;2137;;-6,832;-36,6;1042,856;;;;;;;;;;;;;;2243683
2243911;-183;-22;2240;;-89,304;-10,736;1093,12;;;;;;;;;;;;;;2243911
2244230;109;85;2134;;53,192;41,48;1041,392;;;;;;;;;;;;;;2244230
2244549;-53;-64;2163;;-25,864;-31,232;1055,544;;;;;;;;;;;;;;2244549
2244801;-1;43;2131;;-0,488;20,984;1039,928;;;;;;;;;;;;;;2244801
2245120;33;-3;2132;;16,104;-1,464;1040,416;;;;;;;;;;;;;;2245120
2245343;15;1;2135;;7,32;0,488;1041,88;;;;;;;;;;;;;;2245343
2245571;41;-1;2127;;20,008;-0,488;1037,976;;;;;;;;;;;;;;2245571
2246130;26;6;2132;;12,688;2,928;1040,416;;;;;;;;;;;;;;2246130
2246569;771;142;2380;;376,248;69,296;1161,44;;;;;;;;;;;;;;2246569
2246887;-153;-835;2014;;-74,664;-407,48;982,832;;;;;;;;;;;;;;2246887
2247229;-753;-1220;954;;-367,464;-595,36;465,552;;;;;;;;;;;;;;2247229
2247457;-682;-1383;756;;-332,816;-674,904;368,928;;;;;;;;;;;;;;2247457
2247776;-1010;-1792;445;;-492,88;-874,496;217,16;;;;;;;;;;;;;;2247776
2248246;-921;-1762;-43;;-449,448;-859,856;-20,984;;;;;;;;;;;;;;2248246
2248564;-546;-2083;696;;-266,448;-1016,504;339,648;;;;;;;;;;;;;;2248564
2248886;-126;-1968;599;;-61,488;-960,384;292,312;;;;;;;;;;;;;;2248886
2249244;-68;-2236;468;;-33,184;-1091,168;228,384;;;;;;;;;;;;;;2249244
2249562;8;-1924;460;;3,904;-938,912;224,48;;;;;;;;;;;;;;2249562
2249881;144;-2134;466;;70,272;-1041,392;227,408;;;;;;;;;;;;;;2249881
2250215;328;-2087;558;;160,064;-1018,456;272,304;;;;;;;;;;;;;;2250215
2250451;18;-1812;715;;8,784;-884,256;348,92;;;;;;;;;;;;;;2250451
2250776;-15;-2145;539;;-7,32;-1046,76;263,032;;;;;;;;;;;;;;2250776
2251115;-26;-1998;485;;-12,688;-975,024;236,68;;;;;;;;;;;;;;2251115
2251561;271;-1956;594;;132,248;-954,528;289,872;;;;;;;;;;;;;;2251561
2251894;163;-2060;579;;79,544;-1005,28;282,552;;;;;;;;;;;;;;2251894
2252213;-88;-1979;367;;-42,944;-965,752;179,096;;;;;;;;;;;;;;2252213
2252557;-62;-2010;441;;-30,256;-980,88;215,208;;;;;;;;;;;;;;2252557
2252785;-30;-1988;448;;-14,64;-970,144;218,624;;;;;;;;;;;;;;2252785
2253208;12;-2011;492;;5,856;-981,368;240,096;;;;;;;;;;;;;;2253208
2253428;-59;-2005;423;;-28,792;-978,44;206,424;;;;;;;;;;;;;;2253428
2253783;-87;-2012;539;;-42,456;-981,856;263,032;;;;;;;;;;;;;;2253783
2254207;56;-2033;747;;27,328;-992,104;364,536;;;;;;;;;;;;;;2254207
2254540;22;-2084;401;;10,736;-1016,992;195,688;;;;;;;;;;;;;;2254540
2254880;-60;-1868;579;;-29,28;-911,584;282,552;;;;;;;;;;;;;;2254880
2255199;217;-2290;431;;105,896;-1117,52;210,328;;;;;;;;;;;;;;2255199
2255427;212;-1799;492;;103,456;-877,912;240,096;;;;;;;;;;;;;;2255427
2255745;166;-2144;587;;81,008;-1046,272;286,456;;;;;;;;;;;;;;2255745
2256093;117;-2052;397;;57,096;-1001,376;193,736;;;;;;;;;;;;;;2256093
2256320;92;-2052;320;;44,896;-1001,376;156,16;;;;;;;;;;;;;;2256320
2256642;120;-1900;573;;58,56;-927,2;279,624;;;;;;;;;;;;;;2256642
2257216;-259;-2077;327;;-126,392;-1013,576;159,576;;;;;;;;;;;;;;2257216
2257533;-130;-1833;622;;-63,44;-894,504;303,536;;;;;;;;;;;;;;2257533
2257851;34;-2227;337;;16,592;-1086,776;164,456;;;;;;;;;;;;;;2257851
2258208;126;-1782;505;;61,488;-869,616;246,44;;;;;;;;;;;;;;2258208
2258526;205;-2127;395;;100,04;-1037,976;192,76;;;;;;;;;;;;;;2258526
2258866;1;-1838;430;;0,488;-896,944;209,84;;;;;;;;;;;;;;2258866
2259209;-56;-2293;297;;-27,328;-1118,984;144,936;;;;;;;;;;;;;;2259209
2259527;-9;-1900;151;;-4,392;-927,2;73,688;;;;;;;;;;;;;;2259527
2259755;1071;-1516;1641;;522,648;-739,808;800,808;;;;;;;;;;;;;;2259755
2260074;-164;-2009;748;;-80,032;-980,392;365,024;;;;;;;;;;;;;;2260074
2260312;140;-1903;854;;68,32;-928,664;416,752;;;;;;;;;;;;;;2260312
2260752;26;-2080;541;;12,688;-1015,04;264,008;;;;;;;;;;;;;;2260752
2261181;-83;-1846;460;;-40,504;-900,848;224,48;;;;;;;;;;;;;;2261181
2261420;37;-2396;642;;18,056;-1169,248;313,296;;;;;;;;;;;;;;2261420
2261648;107;-1892;360;;52,216;-923,296;175,68;;;;;;;;;;;;;;2261648
2262078;196;-2459;518;;95,648;-1199,992;252,784;;;;;;;;;;;;;;2262078
2262540;196;-1718;912;;95,648;-838,384;445,056;;;;;;;;;;;;;;2262540
2262858;364;-1759;860;;177,632;-858,392;419,68;;;;;;;;;;;;;;2262858
2263177;562;-1875;818;;274,256;-915;399,184;;;;;;;;;;;;;;2263177
2263405;331;-2551;752;;161,528;-1244,888;366,976;;;;;;;;;;;;;;2263405
2263752;251;-1653;659;;122,488;-806,664;321,592;;;;;;;;;;;;;;2263752
2264076;552;-1908;961;;269,376;-931,104;468,968;;;;;;;;;;;;;;2264076
2264303;335;-1863;782;;163,48;-909,144;381,616;;;;;;;;;;;;;;2264303
2264622;628;-1589;918;;306,464;-775,432;447,984;;;;;;;;;;;;;;2264622
2264858;789;-2211;777;;385,032;-1078,968;379,176;;;;;;;;;;;;;;2264858
2265192;296;-1663;757;;144,448;-811,544;369,416;;;;;;;;;;;;;;2265192
2265510;389;-1640;1121;;189,832;-800,32;547,048;;;;;;;;;;;;;;2265510
2265851;849;-1724;138;;414,312;-841,312;67,344;;;;;;;;;;;;;;2265851
2266190;1010;-2279;548;;492,88;-1112,152;267,424;;;;;;;;;;;;;;2266190
2266512;704;-1970;112;;343,552;-961,36;54,656;;;;;;;;;;;;;;2266512
2267198;970;-1745;485;;473,36;-851,56;236,68;;;;;;;;;;;;;;2267198
2267516;708;-1860;297;;345,504;-907,68;144,936;;;;;;;;;;;;;;2267516
2267849;544;-1910;310;;265,472;-932,08;151,28;;;;;;;;;;;;;;2267849
2268191;-155;-2050;106;;-75,64;-1000,4;51,728;;;;;;;;;;;;;;2268191
2268510;-403;-2057;-370;;-196,664;-1003,816;-180,56;;;;;;;;;;;;;;2268510
2268738;2;-1868;-492;;0,976;-911,584;-240,096;;;;;;;;;;;;;;2268738
2269190;213;-1879;-204;;103,944;-916,952;-99,552;;;;;;;;;;;;;;2269190
2269630;-1;-1993;-214;;-0,488;-972,584;-104,432;;;;;;;;;;;;;;2269630
2270059;-6;-1977;-539;;-2,928;-964,776;-263,032;;;;;;;;;;;;;;2270059
2270563;232;-1929;-210;;113,216;-941,352;-102,48;;;;;;;;;;;;;;2270563
2270882;83;-1497;151;;40,504;-730,536;73,688;;;;;;;;;;;;;;2270882
2271205;15;-1498;140;;7,32;-731,024;68,32;;;;;;;;;;;;;;2271205
2271433;44;-1979;512;;21,472;-965,752;249,856;;;;;;;;;;;;;;2271433
2271673;-101;-1566;1096;;-49,288;-764,208;534,848;;;;;;;;;;;;;;2271673
2272099;-42;-1391;1847;;-20,496;-678,808;901,336;;;;;;;;;;;;;;2272099
2272326;112;-1096;1812;;54,656;-534,848;884,256;;;;;;;;;;;;;;2272326
2272672;-247;-1520;1403;;-120,536;-741,76;684,664;;;;;;;;;;;;;;2272672
2273223;543;-1723;634;;264,984;-840,824;309,392;;;;;;;;;;;;;;2273223
2273541;840;-2146;106;;409,92;-1047,248;51,728;;;;;;;;;;;;;;2273541
2273882;431;-2117;179;;210,328;-1033,096;87,352;;;;;;;;;;;;;;2273882
2274216;588;-1902;149;;286,944;-928,176;72,712;;;;;;;;;;;;;;2274216
2274539;896;-1692;409;;437,248;-825,696;199,592;;;;;;;;;;;;;;2274539
2274898;824;-1922;156;;402,112;-937,936;76,128;;;;;;;;;;;;;;2274898
2275217;185;-2012;-59;;90,28;-981,856;-28,792;;;;;;;;;;;;;;2275217
2275540;124;-1980;61;;60,512;-966,24;29,768;;;;;;;;;;;;;;2275540
2275873;64;-2214;438;;31,232;-1080,432;213,744;;;;;;;;;;;;;;2275873
2276215;-81;-1870;362;;-39,528;-912,56;176,656;;;;;;;;;;;;;;2276215
2276534;285;-1944;-11;;139,08;-948,672;-5,368;;;;;;;;;;;;;;2276534
2276762;76;-2402;206;;37,088;-1172,176;100,528;;;;;;;;;;;;;;2276762
2277212;12;-1856;-76;;5,856;-905,728;-37,088;;;;;;;;;;;;;;2277212
2277546;-21;-2042;-17;;-10,248;-996,496;-8,296;;;;;;;;;;;;;;2277546
2277864;17;-2081;89;;8,296;-1015,528;43,432;;;;;;;;;;;;;;2277864
2278215;-9;-2241;113;;-4,392;-1093,608;55,144;;;;;;;;;;;;;;2278215
2278443;92;-2084;63;;44,896;-1016,992;30,744;;;;;;;;;;;;;;2278443
2278766;-18;-2015;-237;;-8,784;-983,32;-115,656;;;;;;;;;;;;;;2278766
2279085;74;-1972;-191;;36,112;-962,336;-93,208;;;;;;;;;;;;;;2279085
2279336;17;-2114;-108;;8,296;-1031,632;-52,704;;;;;;;;;;;;;;2279336
2279658;-2;-1997;-266;;-0,976;-974,536;-129,808;;;;;;;;;;;;;;2279658
2280205;-101;-1952;-53;;-49,288;-952,576;-25,864;;;;;;;;;;;;;;2280205
2280440;-73;-2107;62;;-35,624;-1028,216;30,256;;;;;;;;;;;;;;2280440
2280762;-372;-1889;-102;;-181,536;-921,832;-49,776;;;;;;;;;;;;;;2280762
2281203;-95;-2237;140;;-46,36;-1091,656;68,32;;;;;;;;;;;;;;2281203
2281544;-46;-2015;145;;-22,448;-983,32;70,76;;;;;;;;;;;;;;2281544
2281862;-187;-1986;-277;;-91,256;-969,168;-135,176;;;;;;;;;;;;;;2281862
2282203;-379;-2084;-43;;-184,952;-1016,992;-20,984;;;;;;;;;;;;;;2282203
2282522;-204;-1988;209;;-99,552;-970,144;101,992;;;;;;;;;;;;;;2282522
2282757;-289;-1974;7;;-141,032;-963,312;3,416;;;;;;;;;;;;;;2282757
2283092;-556;-2097;-463;;-271,328;-1023,336;-225,944;;;;;;;;;;;;;;2283092
2283415;-682;-2113;-300;;-332,816;-1031,144;-146,4;;;;;;;;;;;;;;2283415
2283877;-375;-1811;-58;;-183;-883,768;-28,304;;;;;;;;;;;;;;2283877
2284200;-389;-2049;287;;-189,832;-999,912;140,056;;;;;;;;;;;;;;2284200
2284518;-222;-1973;322;;-108,336;-962,824;157,136;;;;;;;;;;;;;;2284518
2284750;-205;-2134;396;;-100,04;-1041,392;193,248;;;;;;;;;;;;;;2284750
2285093;-520;-1823;98;;-253,76;-889,624;47,824;;;;;;;;;;;;;;2285093
2285411;-562;-1888;29;;-274,256;-921,344;14,152;;;;;;;;;;;;;;2285411
2285648;-438;-1989;-169;;-213,744;-970,632;-82,472;;;;;;;;;;;;;;2285648
2286202;-492;-1837;1169;;-240,096;-896,456;570,472;;;;;;;;;;;;;;2286202
2286536;-15;-1904;984;;-7,32;-929,152;480,192;;;;;;;;;;;;;;2286536
2286854;-285;-2016;1109;;-139,08;-983,808;541,192;;;;;;;;;;;;;;2286854
2287196;-302;-1957;186;;-147,376;-955,016;90,768;;;;;;;;;;;;;;2287196
2287428;611;-1456;-309;;298,168;-710,528;-150,792;;;;;;;;;;;;;;2287428
2287746;1;-1698;-716;;0,488;-828,624;-349,408;;;;;;;;;;;;;;2287746
2288209;-44;-2401;-357;;-21,472;-1171,688;-174,216;;;;;;;;;;;;;;2288209
2288531;-320;-1599;270;;-156,16;-780,312;131,76;;;;;;;;;;;;;;2288531
2288850;-1025;-1655;-13;;-500,2;-807,64;-6,344;;;;;;;;;;;;;;2288850
2289188;-312;-1974;262;;-152,256;-963,312;127,856;;;;;;;;;;;;;;2289188
2289424;-665;-2040;79;;-324,52;-995,52;38,552;;;;;;;;;;;;;;2289424
2289746;-632;-1866;245;;-308,416;-910,608;119,56;;;;;;;;;;;;;;2289746
2290191;-270;-1990;190;;-131,76;-971,12;92,72;;;;;;;;;;;;;;2290191
2290532;-392;-1995;200;;-191,296;-973,56;97,6;;;;;;;;;;;;;;2290532
2290865;-359;-2009;-39;;-175,192;-980,392;-19,032;;;;;;;;;;;;;;2290865
2291188;-947;-1894;99;;-462,136;-924,272;48,312;;;;;;;;;;;;;;2291188
2291530;-196;-1931;232;;-95,648;-942,328;113,216;;;;;;;;;;;;;;2291530
2291758;-75;-2067;373;;-36,6;-1008,696;182,024;;;;;;;;;;;;;;2291758
2292077;-383;-1864;172;;-186,904;-909,632;83,936;;;;;;;;;;;;;;2292077
2292396;-680;-2099;109;;-331,84;-1024,312;53,192;;;;;;;;;;;;;;2292396
2292650;-655;-1880;-39;;-319,64;-917,44;-19,032;;;;;;;;;;;;;;2292650
2293181;-561;-2057;58;;-273,768;-1003,816;28,304;;;;;;;;;;;;;;2293181
2293519;-561;-2010;167;;-273,768;-980,88;81,496;;;;;;;;;;;;;;2293519
2293759;-636;-1991;234;;-310,368;-971,608;114,192;;;;;;;;;;;;;;2293759
2294078;-557;-1948;219;;-271,816;-950,624;106,872;;;;;;;;;;;;;;2294078
2294518;-565;-1976;97;;-275,72;-964,288;47,336;;;;;;;;;;;;;;2294518
2294859;-631;-2001;207;;-307,928;-976,488;101,016;;;;;;;;;;;;;;2294859
2295186;-759;-1869;277;;-370,392;-912,072;135,176;;;;;;;;;;;;;;2295186
2295414;-532;-1896;84;;-259,616;-925,248;40,992;;;;;;;;;;;;;;2295414
2295733;-298;-1889;273;;-145,424;-921,832;133,224;;;;;;;;;;;;;;2295733
2296196;-224;-1991;195;;-109,312;-971,608;95,16;;;;;;;;;;;;;;2296196
2296518;-440;-2022;357;;-214,72;-986,736;174,216;;;;;;;;;;;;;;2296518
2296836;-489;-1860;301;;-238,632;-907,68;146,888;;;;;;;;;;;;;;2296836
2297197;-446;-2031;248;;-217,648;-991,128;121,024;;;;;;;;;;;;;;2297197
2297515;-419;-2085;264;;-204,472;-1017,48;128,832;;;;;;;;;;;;;;2297515
2297833;-308;-2031;202;;-150,304;-991,128;98,576;;;;;;;;;;;;;;2297833
2298194;-361;-2104;310;;-176,168;-1026,752;151,28;;;;;;;;;;;;;;2298194
2298513;-404;-1955;202;;-197,152;-954,04;98,576;;;;;;;;;;;;;;2298513
2299059;-518;-1995;194;;-252,784;-973,56;94,672;;;;;;;;;;;;;;2299059
2299298;-468;-2114;197;;-228,384;-1031,632;96,136;;;;;;;;;;;;;;2299298
2299617;-406;-1745;88;;-198,128;-851,56;42,944;;;;;;;;;;;;;;2299617
2299845;-74;-1888;283;;-36,112;-921,344;138,104;;;;;;;;;;;;;;2299845
2300168;-219;-1935;255;;-106,872;-944,28;124,44;;;;;;;;;;;;;;2300168
2300510;-62;-1963;162;;-30,256;-957,944;79,056;;;;;;;;;;;;;;2300510
2300747;-127;-2081;64;;-61,976;-1015,528;31,232;;;;;;;;;;;;;;2300747
2301172;-93;-2054;84;;-45,384;-1002,352;40,992;;;;;;;;;;;;;;2301172
2301530;-161;-2009;109;;-78,568;-980,392;53,192;;;;;;;;;;;;;;2301530
2301852;-134;-2132;169;;-65,392;-1040,416;82,472;;;;;;;;;;;;;;2301852
2302171;-171;-1945;210;;-83,448;-949,16;102,48;;;;;;;;;;;;;;2302171
2302505;-270;-2137;176;;-131,76;-1042,856;85,888;;;;;;;;;;;;;;2302505
2302741;-162;-2011;220;;-79,056;-981,368;107,36;;;;;;;;;;;;;;2302741
2303169;-241;-1998;245;;-117,608;-975,024;119,56;;;;;;;;;;;;;;2303169
2303397;-217;-2053;162;;-105,896;-1001,864;79,056;;;;;;;;;;;;;;2303397
2303739;-277;-1918;196;;-135,176;-935,984;95,648;;;;;;;;;;;;;;2303739
2304058;-227;-2061;192;;-110,776;-1005,768;93,696;;;;;;;;;;;;;;2304058
2304290;-169;-2107;211;;-82,472;-1028,216;102,968;;;;;;;;;;;;;;2304290
2304608;-352;-2099;272;;-171,776;-1024,312;132,736;;;;;;;;;;;;;;2304608
2305182;-191;-2242;243;;-93,208;-1094,096;118,584;;;;;;;;;;;;;;2305182
2305499;-892;-1741;609;;-435,296;-849,608;297,192;;;;;;;;;;;;;;2305499
2305817;-875;-1841;376;;-427;-898,408;183,488;;;;;;;;;;;;;;2305817
2306181;-730;-2034;-61;;-356,24;-992,592;-29,768;;;;;;;;;;;;;;2306181
2306500;-204;-2184;-87;;-99,552;-1065,792;-42,456;;;;;;;;;;;;;;2306500
2306837;-354;-2006;-131;;-172,752;-978,928;-63,928;;;;;;;;;;;;;;2306837
2307180;-173;-2033;-185;;-84,424;-992,104;-90,28;;;;;;;;;;;;;;2307180
2307499;-153;-2080;-86;;-74,664;-1015,04;-41,968;;;;;;;;;;;;;;2307499
2307832;-287;-2074;74;;-140,056;-1012,112;36,112;;;;;;;;;;;;;;2307832
2308174;-188;-2140;0;;-91,744;-1044,32;0;;;;;;;;;;;;;;2308174
2308492;-391;-2079;36;;-190,808;-1014,552;17,568;;;;;;;;;;;;;;2308492
2308728;-366;-2052;-18;;-178,608;-1001,376;-8,784;;;;;;;;;;;;;;2308728
2309153;-271;-1987;60;;-132,248;-969,656;29,28;;;;;;;;;;;;;;2309153
2309391;-250;-2188;-34;;-122;-1067,744;-16,592;;;;;;;;;;;;;;2309391
2309619;-292;-2016;-23;;-142,496;-983,808;-11,224;;;;;;;;;;;;;;2309619
2310044;-340;-1991;58;;-165,92;-971,608;28,304;;;;;;;;;;;;;;2310044
2310506;-310;-2034;-12;;-151,28;-992,592;-5,856;;;;;;;;;;;;;;2310506
2310824;-197;-1965;107;;-96,136;-958,92;52,216;;;;;;;;;;;;;;2310824
2311150;-185;-1736;89;;-90,28;-847,168;43,432;;;;;;;;;;;;;;2311150
2311378;-238;-1934;-118;;-116,144;-943,792;-57,584;;;;;;;;;;;;;;2311378
2311613;-398;-1977;-236;;-194,224;-964,776;-115,168;;;;;;;;;;;;;;2311613
2312043;-382;-2087;-105;;-186,416;-1018,456;-51,24;;;;;;;;;;;;;;2312043
2312275;-90;-2028;-100;;-43,92;-989,664;-48,8;;;;;;;;;;;;;;2312275
2312615;-268;-2010;50;;-130,784;-980,88;24,4;;;;;;;;;;;;;;2312615
2313162;183;-2058;5;;89,304;-1004,304;2,44;;;;;;;;;;;;;;2313162
2313480;86;-1996;-110;;41,968;-974,048;-53,68;;;;;;;;;;;;;;2313480
2313825;-10;-2038;-124;;-4,88;-994,544;-60,512;;;;;;;;;;;;;;2313825
2314160;-87;-2163;-79;;-42,456;-1055,544;-38,552;;;;;;;;;;;;;;2314160
2314478;-165;-1975;-44;;-80,52;-963,8;-21,472;;;;;;;;;;;;;;2314478
2314839;-97;-2066;-9;;-47,336;-1008,208;-4,392;;;;;;;;;;;;;;2314839
2315159;-202;-1983;-63;;-98,576;-967,704;-30,744;;;;;;;;;;;;;;2315159
2315477;-108;-2048;-80;;-52,704;-999,424;-39,04;;;;;;;;;;;;;;2315477
2315810;-210;-2003;-52;;-102,48;-977,464;-25,376;;;;;;;;;;;;;;2315810
2316157;-102;-2108;4;;-49,776;-1028,704;1,952;;;;;;;;;;;;;;2316157
2316479;-14;-2045;-90;;-6,832;-997,96;-43,92;;;;;;;;;;;;;;2316479
2316707;-129;-2008;-60;;-62,952;-979,904;-29,28;;;;;;;;;;;;;;2316707
2317157;-20;-2070;-65;;-9,76;-1010,16;-31,72;;;;;;;;;;;;;;2317157
2317495;-114;-2062;-6;;-55,632;-1006,256;-2,928;;;;;;;;;;;;;;2317495
2317813;-84;-2212;-158;;-40,992;-1079,456;-77,104;;;;;;;;;;;;;;2317813
2318155;-312;-1905;-192;;-152,256;-929,64;-93,696;;;;;;;;;;;;;;2318155
2318383;-66;-2120;-161;;-32,208;-1034,56;-78,568;;;;;;;;;;;;;;2318383
2318702;-100;-1983;-55;;-48,8;-967,704;-26,84;;;;;;;;;;;;;;2318702
2319025;-107;-1951;-141;;-52,216;-952,088;-68,808;;;;;;;;;;;;;;2319025
2319276;-160;-2135;-86;;-78,08;-1041,88;-41,968;;;;;;;;;;;;;;2319276
2319594;-170;-1989;-184;;-82,96;-970,632;-89,792;;;;;;;;;;;;;;2319594
2319815;-113;-2050;-169;;-55,144;-1000,4;-82,472;;;;;;;;;;;;;;2319815
2320149;-187;-1947;-146;;-91,256;-950,136;-71,248;;;;;;;;;;;;;;2320149
2320385;-91;-2086;-137;;-44,408;-1017,968;-66,856;;;;;;;;;;;;;;2320385
2320703;-144;-2172;-141;;-70,272;-1059,936;-68,808;;;;;;;;;;;;;;2320703
2321144;-197;-2005;-98;;-96,136;-978,44;-47,824;;;;;;;;;;;;;;2321144
2321488;-28;-2048;-229;;-13,664;-999,424;-111,752;;;;;;;;;;;;;;2321488
2321806;-77;-2115;-255;;-37,576;-1032,12;-124,44;;;;;;;;;;;;;;2321806
2322145;-211;-2209;-130;;-102,968;-1077,992;-63,44;;;;;;;;;;;;;;2322145
2322463;-246;-1951;-136;;-120,048;-952,088;-66,368;;;;;;;;;;;;;;2322463
2322702;-187;-2116;-241;;-91,256;-1032,608;-117,608;;;;;;;;;;;;;;2322702
2323037;-246;-1930;-166;;-120,048;-941,84;-81,008;;;;;;;;;;;;;;2323037
2323355;-256;-2020;-138;;-124,928;-985,76;-67,344;;;;;;;;;;;;;;2323355
2323822;-468;-2019;-147;;-228,384;-985,272;-71,736;;;;;;;;;;;;;;2323822
2324145;-310;-1940;7;;-151,28;-946,72;3,416;;;;;;;;;;;;;;2324145
2324463;-455;-2010;62;;-222,04;-980,88;30,256;;;;;;;;;;;;;;2324463
2324691;-414;-1997;-80;;-202,032;-974,536;-39,04;;;;;;;;;;;;;;2324691
2325036;-398;-2000;-42;;-194,224;-976;-20,496;;;;;;;;;;;;;;2325036
2325354;-358;-2103;5;;-174,704;-1026,264;2,44;;;;;;;;;;;;;;2325354
2325582;-548;-1941;-70;;-267,424;-947,208;-34,16;;;;;;;;;;;;;;2325582
2326136;-420;-1951;8;;-204,96;-952,088;3,904;;;;;;;;;;;;;;2326136
2326470;-365;-2068;-106;;-178,12;-1009,184;-51,728;;;;;;;;;;;;;;2326470
2326791;-396;-1928;44;;-193,248;-940,864;21,472;;;;;;;;;;;;;;2326791
2327137;-587;-2117;-73;;-286,456;-1033,096;-35,624;;;;;;;;;;;;;;2327137
2327365;-341;-2045;116;;-166,408;-997,96;56,608;;;;;;;;;;;;;;2327365
2327688;-416;-2048;102;;-203,008;-999,424;49,776;;;;;;;;;;;;;;2327688
2328154;-320;-2023;-88;;-156,16;-987,224;-42,944;;;;;;;;;;;;;;2328154
2328472;-356;-2075;-29;;-173,728;-1012,6;-14,152;;;;;;;;;;;;;;2328472
2328790;-310;-2032;30;;-151,28;-991,616;14,64;;;;;;;;;;;;;;2328790
2329125;-395;-2044;64;;-192,76;-997,472;31,232;;;;;;;;;;;;;;2329125
2329364;-161;-2200;118;;-78,568;-1073,6;57,584;;;;;;;;;;;;;;2329364
2329682;-375;-1967;-32;;-183;-959,896;-15,616;;;;;;;;;;;;;;2329682
2330123;-429;-1889;208;;-209,352;-921,832;101,504;;;;;;;;;;;;;;2330123
2330467;-404;-2046;102;;-197,152;-998,448;49,776;;;;;;;;;;;;;;2330467
2330800;-274;-2026;-42;;-133,712;-988,688;-20,496;;;;;;;;;;;;;;2330800
2331124;-313;-2052;42;;-152,744;-1001,376;20,496;;;;;;;;;;;;;;2331124
2331465;-312;-2018;-8;;-152,256;-984,784;-3,904;;;;;;;;;;;;;;2331465
2331693;-345;-2042;-86;;-168,36;-996,496;-41,968;;;;;;;;;;;;;;2331693
2332016;-367;-2000;-32;;-179,096;-976;-15,616;;;;;;;;;;;;;;2332016
2332334;-486;-2027;20;;-237,168;-989,176;9,76;;;;;;;;;;;;;;2332334
2332585;-378;-2073;72;;-184,464;-1011,624;35,136;;;;;;;;;;;;;;2332585
2333120;-308;-2198;202;;-150,304;-1072,624;98,576;;;;;;;;;;;;;;2333120
2333458;-164;-1984;-19;;-80,032;-968,192;-9,272;;;;;;;;;;;;;;2333458
2333696;-219;-2120;-34;;-106,872;-1034,56;-16,592;;;;;;;;;;;;;;2333696
2334015;-33;-2032;92;;-16,104;-991,616;44,896;;;;;;;;;;;;;;2334015
2334459;-101;-2064;125;;-49,288;-1007,232;61;;;;;;;;;;;;;;2334459
2335017;-236;-1995;-108;;-115,168;-973,56;-52,704;;;;;;;;;;;;;;2335017
2335245;-175;-2295;74;;-85,4;-1119,96;36,112;;;;;;;;;;;;;;2335245
2335563;-67;-2176;157;;-32,696;-1061,888;76,616;;;;;;;;;;;;;;2335563
2336136;-636;-2247;394;;-310,368;-1096,536;192,272;;;;;;;;;;;;;;2336136
2336454;-436;-1788;608;;-212,768;-872,544;296,704;;;;;;;;;;;;;;2336454
2336773;-539;-2110;325;;-263,032;-1029,68;158,6;;;;;;;;;;;;;;2336773
2337132;-86;-1981;822;;-41,968;-966,728;401,136;;;;;;;;;;;;;;2337132
2337453;-259;-1837;1154;;-126,392;-896,456;563,152;;;;;;;;;;;;;;2337453
2337771;-42;-1808;666;;-20,496;-882,304;325,008;;;;;;;;;;;;;;2337771
2338133;-50;-1728;888;;-24,4;-843,264;433,344;;;;;;;;;;;;;;2338133
2338455;-477;-1858;1012;;-232,776;-906,704;493,856;;;;;;;;;;;;;;2338455
2339006;676;-914;1832;;329,888;-446,032;894,016;;;;;;;;;;;;;;2339006
2339241;-80;-1125;1923;;-39,04;-549;938,424;;;;;;;;;;;;;;2339241
2339560;-674;114;1621;;-328,912;55,632;791,048;;;;;;;;;;;;;;2339560
2339788;-1037;-595;1781;;-506,056;-290,36;869,128;;;;;;;;;;;;;;2339788
2340111;-1370;-577;1850;;-668,56;-281,576;902,8;;;;;;;;;;;;;;2340111
2340451;-784;-569;1726;;-382,592;-277,672;842,288;;;;;;;;;;;;;;2340451
2340679;-769;-678;2166;;-375,272;-330,864;1057,008;;;;;;;;;;;;;;2340679
2341104;-1253;-834;2215;;-611,464;-406,992;1080,92;;;;;;;;;;;;;;2341104
2341464;-4;-309;2411;;-1,952;-150,792;1176,568;;;;;;;;;;;;;;2341464
2341782;50;-214;2215;;24,4;-104,432;1080,92;;;;;;;;;;;;;;2341782
2342106;-117;-13;2212;;-57,096;-6,344;1079,456;;;;;;;;;;;;;;2342106
2342439;22;-80;2164;;10,736;-39,04;1056,032;;;;;;;;;;;;;;2342439
2342677;-202;-142;2038;;-98,576;-69,296;994,544;;;;;;;;;;;;;;2342677
2343102;209;-389;1874;;101,992;-189,832;914,512;;;;;;;;;;;;;;2343102
2343330;-255;-220;2234;;-124,44;-107,36;1090,192;;;;;;;;;;;;;;2343330
