flag; num; time_ms; bme_temp; bme_press; photorez; ds_temp; status; find; crc
1;2;1021;3098;98809;0;0;0;0;20693
1;3;1356;3107;98813;0;303;0;0;46019
1;4;1671;3112;98815;0;303;0;0;15335
1;5;2002;3116;98816;0;303;0;0;30170
1;6;2350;3118;98816;0;303;0;0;12981
1;7;2665;3120;98817;0;303;0;0;17537
1;8;2891;3121;98817;0;303;0;0;7713
1;9;3331;3122;98817;0;303;0;0;12340
1;10;3653;3123;98817;0;303;0;0;62802
1;11;3879;3123;98817;0;304;0;0;34568
1;12;4319;3124;98816;0;304;0;0;55385
1;13;4650;3125;98816;0;304;0;0;64041
1;14;4965;3125;98816;0;304;0;0;44471
1;15;5284;3125;98817;0;304;0;0;23440
1;16;5530;3126;98818;0;304;0;0;6600
1;17;5846;3126;98817;0;304;0;0;60412
1;18;6269;3126;98817;0;304;1;0;1486
1;19;6518;3126;98817;0;304;1;0;50627
1;20;6834;3126;98817;0;304;1;0;56341
1;21;7272;3126;98817;0;305;1;0;22585
1;22;7608;3127;98818;0;305;1;0;10633
1;23;7924;3127;98818;0;305;1;0;41799
1;24;8254;3127;98817;0;305;1;0;60260
1;25;8569;3128;98818;0;305;1;0;11869
1;26;8802;3128;98818;0;305;1;0;7207
1;27;9027;3128;98817;0;305;1;0;15878
1;28;9349;3128;98817;0;305;1;0;34502
1;29;9668;3128;98817;0;305;1;0;38939
1;30;9914;3128;98816;0;305;1;0;25924
1;31;10230;3128;98815;0;305;1;0;42791
1;32;10545;3129;98815;0;305;1;0;13086
1;33;10771;3129;98816;0;305;1;0;4174
1;34;11002;3129;98816;0;305;1;0;16818
1;35;11322;3129;98817;0;305;1;0;3923
1;36;11653;3129;98816;0;305;1;0;25236
1;37;11992;3129;98815;0;305;1;0;61053
1;38;12307;3129;98815;0;305;1;0;20595
1;39;12533;3130;98815;0;305;1;0;38795
1;40;12848;3130;98815;0;305;1;0;42661
1;41;13184;3130;98815;0;305;1;0;661
1;42;13414;3130;98815;0;305;1;0;52808
1;43;13729;3130;98815;0;305;1;0;17105
1;44;14172;3130;98815;0;305;1;0;18130
1;45;14398;3130;98816;0;305;1;0;36049
1;46;14713;3131;98816;0;305;1;0;6460
1;47;15156;3131;98818;0;305;1;0;35719
1;48;15387;3131;98817;0;305;1;0;51234
1;49;15702;3131;98817;0;305;1;0;4711
1;50;16138;3132;98817;0;305;1;0;18587
1;51;16371;3132;98817;0;305;1;0;43897
1;52;16686;3132;98816;0;305;1;0;13136
1;53;16916;3132;98817;0;305;1;0;22940
1;54;17231;3132;98816;0;305;1;0;35778
1;55;17462;3132;98816;0;305;1;0;61623
1;56;17796;3132;98815;0;305;1;0;2489
1;57;18115;3133;98815;0;305;1;0;28706
1;58;18431;3133;98815;0;305;1;0;19613
1;59;18677;3133;98815;0;305;1;0;19788
1;60;19097;3133;98815;0;305;1;0;47012
1;61;19416;3133;98815;0;305;1;0;43385
1;62;19663;3133;98815;0;305;1;0;57161
1;63;20083;3133;98815;0;305;1;0;22444
1;64;20413;3133;98814;0;305;1;0;28963
1;65;20749;3134;98815;0;305;1;0;39151
1;66;21068;3134;98815;0;305;1;0;27204
1;67;21294;3134;98816;0;305;1;0;29049
1;68;21609;3134;98815;0;305;1;0;8599
1;69;21844;3134;98815;0;305;1;0;41429
1;70;22179;3135;98814;0;305;1;0;32275
1;71;22493;3135;98814;0;305;1;0;46963
1;72;22809;3135;98814;0;305;1;0;2024
1;73;23055;3135;98814;0;305;1;0;19959
1;74;23370;3135;98814;0;305;1;0;48317
1;75;23685;3135;98814;0;305;1;0;30607
1;76;24044;3136;98814;0;305;1;0;38430
1;77;24359;3136;98814;0;305;1;0;13906
1;78;24678;3136;98814;0;305;1;0;12464
1;79;25009;3136;98814;0;305;1;0;41512
1;80;25239;3136;98814;0;305;1;0;36439
1;81;25555;3136;98813;0;305;1;0;47898
1;82;25781;3136;98813;0;305;1;0;34767
1;83;26100;3136;98814;0;305;1;0;57832
1;84;26331;3136;98814;0;305;1;0;64006
1;85;26557;3136;98814;0;305;1;0;43639
1;86;26981;3137;98813;0;305;1;0;9677
1;87;27319;3137;98814;0;305;1;0;56492
1;88;27545;3137;98814;0;305;1;0;2039
1;89;27966;3137;98814;0;305;1;0;42999
1;90;28296;3138;98814;0;305;1;0;16984
1;91;28527;3138;98814;0;305;1;0;62147
1;92;28948;3138;98814;0;305;1;0;55001
1;93;29174;3138;98814;0;305;1;0;40204
1;94;29509;3138;98814;0;305;1;0;19528
1;95;29936;3139;98814;0;305;1;0;16074
1;96;30166;3139;98815;0;305;1;0;59951
1;97;30480;3139;98815;0;305;1;0;40473
1;98;30715;3139;98815;0;305;1;0;60961
1;99;30941;3139;98815;0;305;1;0;5994
1;100;31256;3139;98815;0;305;1;0;46714
1;101;31571;3139;98815;0;305;1;0;3699
