flag; num; time_ms; gps_time_s; gps_time_us; lat; lon; alt; angle; lat_base; lon_base; fix; crc
7;1;1301;0;0;0.000000;0.000000;0.000000;nan;0.000000;0.000000;0;25116;
7;2;2293;83311;489000;nan;nan;nan;nan;0.000000;0.000000;0;52327;
7;3;3276;83312;289000;nan;nan;nan;nan;0.000000;0.000000;0;48823;
7;4;4245;83313;39000;nan;nan;nan;nan;0.000000;0.000000;0;20796;
7;5;5230;83314;0;nan;nan;nan;nan;0.000000;0.000000;0;43456;
7;6;6212;83315;0;nan;nan;nan;nan;0.000000;0.000000;0;57432;
7;7;7215;83316;0;nan;nan;nan;nan;0.000000;0.000000;0;41827;
7;8;8200;83317;0;nan;nan;nan;nan;0.000000;0.000000;0;24142;
7;9;9189;83318;0;nan;nan;nan;nan;0.000000;0.000000;0;14117;
7;10;10176;83319;0;nan;nan;nan;nan;0.000000;0.000000;0;7064;
7;11;11158;83320;0;nan;nan;nan;nan;0.000000;0.000000;0;9365;
7;12;12144;83321;0;nan;nan;nan;nan;0.000000;0.000000;0;37151;
7;13;13133;83322;0;nan;nan;nan;nan;0.000000;0.000000;0;29428;
7;14;14100;83323;0;nan;nan;nan;nan;0.000000;0.000000;0;22343;
7;15;15097;83324;0;nan;nan;nan;nan;0.000000;0.000000;0;33969;
7;16;16086;83325;0;nan;nan;nan;nan;0.000000;0.000000;0;30527;
7;17;17073;83326;0;nan;nan;nan;nan;0.000000;0.000000;0;30514;
7;18;18060;83327;0;nan;nan;nan;nan;0.000000;0.000000;0;15471;
7;19;19045;83328;0;nan;nan;nan;nan;0.000000;0.000000;0;18856;
7;20;20030;83329;0;nan;nan;nan;nan;0.000000;0.000000;0;3588;
7;21;21013;83330;0;nan;nan;nan;nan;0.000000;0.000000;0;16712;
7;22;22004;83331;0;nan;nan;nan;nan;0.000000;0.000000;0;63514;
7;23;23001;83332;0;nan;nan;nan;nan;0.000000;0.000000;0;3534;
7;24;23962;83333;0;nan;nan;nan;nan;0.000000;0.000000;0;2291;
7;25;24953;83334;0;nan;nan;nan;nan;0.000000;0.000000;0;58086;
7;26;25940;83335;0;nan;nan;nan;nan;0.000000;0.000000;0;7396;
7;27;26923;83336;0;nan;nan;nan;nan;0.000000;0.000000;0;32642;
7;28;27911;83337;0;nan;nan;nan;nan;0.000000;0.000000;0;61283;
7;29;28894;83338;0;nan;nan;nan;nan;0.000000;0.000000;0;45434;
7;30;29880;83339;0;nan;nan;nan;nan;0.000000;0.000000;0;25605;
7;31;30877;83340;0;nan;nan;nan;nan;0.000000;0.000000;0;17262;
7;32;31862;83341;0;nan;nan;nan;nan;0.000000;0.000000;0;51976;
7;33;32853;83342;0;nan;nan;nan;nan;0.000000;0.000000;0;11585;
7;34;33814;83343;0;nan;nan;nan;nan;0.000000;0.000000;0;38821;
7;35;34803;83344;0;nan;nan;nan;nan;0.000000;0.000000;0;18927;
7;36;35790;83345;0;nan;nan;nan;nan;0.000000;0.000000;0;49715;
7;37;36771;83346;0;nan;nan;nan;nan;0.000000;0.000000;0;36802;
7;38;37764;83347;0;nan;nan;nan;nan;0.000000;0.000000;0;46515;
7;39;38762;83348;0;nan;nan;nan;nan;0.000000;0.000000;0;6609;
7;40;39746;83349;0;nan;nan;nan;nan;0.000000;0.000000;0;5927;
7;41;40738;83350;0;nan;nan;nan;nan;0.000000;0.000000;0;40301;
7;42;41724;83351;0;nan;nan;nan;nan;0.000000;0.000000;0;4239;
7;43;42709;83352;0;nan;nan;nan;nan;0.000000;0.000000;0;28761;
7;44;43674;83353;0;nan;nan;nan;nan;0.000000;0.000000;0;14796;
7;45;44656;83354;0;nan;nan;nan;nan;0.000000;0.000000;0;25555;
7;46;45647;83355;0;nan;nan;nan;nan;0.000000;0.000000;0;15938;
7;47;46648;83356;0;nan;nan;nan;nan;0.000000;0.000000;0;64470;
7;48;47630;83357;0;nan;nan;nan;nan;0.000000;0.000000;0;49626;
7;49;48617;83358;0;nan;nan;nan;nan;0.000000;0.000000;0;10173;
7;50;49610;83359;0;nan;nan;nan;nan;0.000000;0.000000;0;29964;
7;51;50594;83360;0;nan;nan;nan;nan;0.000000;0.000000;0;61943;
7;52;51576;83361;0;nan;nan;nan;nan;0.000000;0.000000;0;57956;
7;53;52561;83362;0;nan;nan;nan;nan;0.000000;0.000000;0;48100;
7;54;53530;83363;0;nan;nan;nan;nan;0.000000;0.000000;0;15812;
7;55;54527;83364;0;nan;nan;nan;nan;0.000000;0.000000;0;26276;
7;56;55514;83365;0;nan;nan;nan;nan;0.000000;0.000000;0;45033;
7;57;56500;83366;0;nan;nan;nan;nan;0.000000;0.000000;0;61156;
7;58;57486;83367;0;nan;nan;nan;nan;0.000000;0.000000;0;57076;
7;59;58478;83368;0;nan;nan;nan;nan;0.000000;0.000000;0;38837;
7;60;59460;83369;0;nan;nan;nan;nan;0.000000;0.000000;0;17541;
7;61;60442;83370;0;nan;nan;nan;nan;0.000000;0.000000;0;51784;
7;62;61432;83371;0;nan;nan;nan;nan;0.000000;0.000000;0;56034;
7;63;62433;83372;0;nan;nan;nan;nan;0.000000;0.000000;0;46571;
7;64;63394;83373;0;nan;nan;nan;nan;0.000000;0.000000;0;21593;
7;65;64382;83374;0;nan;nan;nan;nan;0.000000;0.000000;0;33367;
7;66;65366;83375;0;nan;nan;nan;nan;0.000000;0.000000;0;26961;
7;67;66356;83376;0;nan;nan;nan;nan;0.000000;0.000000;0;36038;
7;68;67341;83377;0;nan;nan;nan;nan;0.000000;0.000000;0;48252;
7;69;68323;83378;0;nan;nan;nan;nan;0.000000;0.000000;0;29764;
7;70;69310;83379;0;nan;nan;nan;nan;0.000000;0.000000;0;45240;
7;71;70314;83380;0;nan;nan;nan;nan;0.000000;0.000000;0;6154;
7;72;71299;83381;0;nan;nan;nan;nan;0.000000;0.000000;0;47262;
7;73;72281;83381;0;nan;nan;nan;nan;0.000000;0.000000;0;61741;
7;74;73246;83382;0;nan;nan;nan;nan;0.000000;0.000000;0;41247;
7;75;74286;83384;0;nan;nan;nan;nan;0.000000;0.000000;0;18752;
7;76;75269;83384;0;nan;nan;nan;nan;0.000000;0.000000;0;47566;
7;77;76251;83385;0;nan;nan;nan;nan;0.000000;0.000000;0;59181;
7;78;77255;83386;0;nan;nan;nan;nan;0.000000;0.000000;0;10557;
7;79;78240;83387;0;nan;nan;nan;nan;0.000000;0.000000;0;43814;
7;80;79221;83388;0;nan;nan;nan;nan;0.000000;0.000000;0;44712;
7;81;80211;83389;0;nan;nan;nan;nan;0.000000;0.000000;0;39316;
7;82;81172;83390;0;nan;nan;nan;nan;0.000000;0.000000;0;51622;
7;83;82162;83391;0;nan;nan;nan;nan;0.000000;0.000000;0;58725;
7;84;83150;83392;0;nan;nan;nan;nan;0.000000;0.000000;0;29773;
7;85;84131;83393;0;nan;nan;nan;nan;0.000000;0.000000;0;26636;
7;86;85132;83394;0;nan;nan;nan;nan;0.000000;0.000000;0;25888;
7;87;86117;83395;0;nan;nan;nan;nan;0.000000;0.000000;0;54817;
7;88;87103;83396;0;nan;nan;nan;nan;0.000000;0.000000;0;23580;
7;89;88091;83397;0;nan;nan;nan;nan;0.000000;0.000000;0;37783;
7;90;89077;83398;0;nan;nan;nan;nan;0.000000;0.000000;0;47956;
7;91;90066;83399;0;nan;nan;nan;nan;0.000000;0.000000;0;8714;
7;92;91031;83400;0;nan;nan;nan;nan;0.000000;0.000000;0;49039;
7;93;92017;83401;0;nan;nan;nan;nan;0.000000;0.000000;0;56825;
7;94;93018;83402;0;nan;nan;nan;nan;0.000000;0.000000;0;27571;
7;95;94000;83403;0;nan;nan;nan;nan;0.000000;0.000000;0;49256;
7;96;94992;83404;0;nan;nan;nan;nan;0.000000;0.000000;0;27646;
7;97;95974;83405;0;nan;nan;nan;nan;0.000000;0.000000;0;38294;
7;98;96956;83406;0;nan;nan;nan;nan;0.000000;0.000000;0;60777;
7;99;97949;83407;0;nan;nan;nan;nan;0.000000;0.000000;0;28111;
